FP1	r43025	100.000	20	0	0	1	20	11	30	4.44e-05	39.1
FP1	r43024	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r43022	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r43019	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r43014	100.000	20	0	0	1	20	59	40	4.44e-05	39.1
FP1	r43013	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r43012	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r43010	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r43009	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r43008	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r43007	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r43006	100.000	20	0	0	1	20	59	40	4.44e-05	39.1
FP1	r43005	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r43004	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r43003	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r43002	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r42999	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42998	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r42997	100.000	20	0	0	1	20	58	39	4.44e-05	39.1
FP1	r42996	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42995	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42992	100.000	20	0	0	1	20	59	40	4.44e-05	39.1
FP1	r42990	100.000	20	0	0	1	20	58	39	4.44e-05	39.1
FP1	r42989	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42988	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42987	100.000	20	0	0	1	20	59	40	4.44e-05	39.1
FP1	r42986	100.000	20	0	0	1	20	25	44	4.44e-05	39.1
FP1	r42984	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42983	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42981	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42980	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42976	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r42973	100.000	20	0	0	1	20	6	25	4.44e-05	39.1
FP1	r42971	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r42970	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42968	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42967	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42964	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r42963	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42962	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r42960	100.000	20	0	0	1	20	60	41	4.44e-05	39.1
FP1	r42957	100.000	20	0	0	1	20	2	21	4.44e-05	39.1
FP1	r42956	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42954	100.000	20	0	0	1	20	25	44	4.44e-05	39.1
FP1	r42952	100.000	20	0	0	1	20	25	44	4.44e-05	39.1
FP1	r42951	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42949	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
FP1	r42947	100.000	20	0	0	1	20	26	45	4.44e-05	39.1
